[Connect DataFile][1.0]
Date:	25.9.2018
Time:	16:43:40
Unit:	°C
Resolution:	0,020
Time	TObj	TInt	TExt
00:01:09,400	29,0	26,7	-----	
00:01:09,420	29,0	26,7	-----	
00:01:09,440	29,0	26,7	-----	
00:01:09,460	28,9	26,7	-----	
00:01:09,480	28,9	26,7	-----	
00:01:09,500	28,9	26,7	-----	
00:01:09,520	28,9	26,7	-----	
00:01:09,540	28,9	26,7	-----	
00:01:09,560	28,9	26,7	-----	
00:01:09,580	28,9	26,7	-----	
00:01:09,600	28,9	26,7	-----	
00:01:09,620	28,9	26,7	-----	
00:01:09,640	28,9	26,7	-----	
00:01:09,660	28,8	26,7	-----	
00:01:09,680	28,8	26,7	-----	
00:01:09,700	28,8	26,7	-----	
00:01:09,720	28,8	26,7	-----	
00:01:09,740	28,8	26,7	-----	
00:01:09,760	28,8	26,7	-----	
00:01:09,780	28,7	26,7	-----	
00:01:09,800	28,6	26,7	-----	
00:01:09,820	28,6	26,7	-----	
00:01:09,840	28,5	26,7	-----	
00:01:09,860	28,5	26,7	-----	
00:01:09,880	28,4	26,7	-----	
00:01:09,900	28,4	26,7	-----	
00:01:09,920	28,4	26,7	-----	
00:01:09,940	28,4	26,7	-----	
00:01:09,960	28,4	26,7	-----	
00:01:09,980	28,3	26,7	-----	
00:01:10,000	28,3	26,7	-----	
00:01:10,020	28,3	26,7	-----	
00:01:10,040	28,3	26,7	-----	
00:01:10,060	28,3	26,7	-----	
00:01:10,080	28,2	26,7	-----	
00:01:10,100	28,2	26,7	-----	
00:01:10,120	28,2	26,7	-----	
00:01:10,140	28,1	26,7	-----	
00:01:10,160	28,1	26,7	-----	
00:01:10,180	28,1	26,7	-----	
00:01:10,200	28,1	26,7	-----	
00:01:10,220	28,1	26,7	-----	
00:01:10,240	28,0	26,7	-----	
00:01:10,260	28,0	26,7	-----	
00:01:10,280	28,0	26,7	-----	
00:01:10,300	27,9	26,7	-----	
00:01:10,320	27,9	26,7	-----	
00:01:10,340	27,9	26,7	-----	
00:01:10,360	27,9	26,7	-----	
00:01:10,380	27,8	26,7	-----	
00:01:10,400	27,8	26,7	-----	
00:01:10,420	27,8	26,7	-----	
00:01:10,440	27,7	26,7	-----	
00:01:10,460	27,7	26,7	-----	
00:01:10,480	27,7	26,7	-----	
00:01:10,500	27,7	26,7	-----	
00:01:10,520	27,7	26,7	-----	
00:01:10,540	27,7	26,7	-----	
00:01:10,560	27,7	26,7	-----	
00:01:10,580	27,6	26,7	-----	
00:01:10,600	27,6	26,7	-----	
00:01:10,620	27,6	26,7	-----	
00:01:10,640	27,6	26,7	-----	
00:01:10,660	27,6	26,7	-----	
00:01:10,680	27,5	26,7	-----	
00:01:10,700	27,5	26,7	-----	
00:01:10,720	27,5	26,7	-----	
00:01:10,740	27,5	26,7	-----	
00:01:10,760	27,5	26,7	-----	
00:01:10,780	27,4	26,7	-----	
00:01:10,800	27,4	26,7	-----	
00:01:10,820	27,4	26,7	-----	
00:01:10,840	27,4	26,7	-----	
00:01:10,860	27,4	26,7	-----	
00:01:10,880	27,4	26,7	-----	
00:01:10,900	27,3	26,7	-----	
00:01:10,920	27,3	26,7	-----	
00:01:10,940	27,3	26,7	-----	
00:01:10,960	27,3	26,7	-----	
00:01:10,980	27,3	26,7	-----	
00:01:11,000	27,3	26,7	-----	
00:01:11,020	27,3	26,7	-----	
00:01:11,040	27,2	26,7	-----	
00:01:11,060	27,1	26,7	-----	
00:01:11,080	27,1	26,7	-----	
00:01:11,100	27,1	26,7	-----	
00:01:11,120	27,1	26,7	-----	
00:01:11,140	27,1	26,7	-----	
00:01:11,160	27,0	26,7	-----	
00:01:11,180	27,0	26,7	-----	
00:01:11,200	27,0	26,7	-----	
00:01:11,220	27,0	26,7	-----	
00:01:11,240	26,9	26,7	-----	
00:01:11,260	26,9	26,7	-----	
00:01:11,280	26,9	26,7	-----	
00:01:11,300	26,9	26,7	-----	
00:01:11,320	26,9	26,7	-----	
00:01:11,340	26,9	26,7	-----	
00:01:11,360	26,9	26,7	-----	
00:01:11,380	26,8	26,7	-----	
00:01:11,400	26,8	26,7	-----	
00:01:11,420	26,8	26,7	-----	
00:01:11,440	26,8	26,7	-----	
00:01:11,460	26,8	26,7	-----	
00:01:11,480	26,7	26,7	-----	
00:01:11,500	26,7	26,7	-----	
00:01:11,520	26,7	26,7	-----	
00:01:11,540	26,7	26,7	-----	
00:01:11,560	26,7	26,7	-----	
00:01:11,580	26,7	26,7	-----	
00:01:11,600	26,6	26,7	-----	
00:01:11,620	26,6	26,7	-----	
00:01:11,640	26,6	26,7	-----	
00:01:11,660	26,5	26,7	-----	
00:01:11,680	26,5	26,7	-----	
00:01:11,700	26,5	26,7	-----	
00:01:11,720	26,5	26,7	-----	
00:01:11,740	26,4	26,7	-----	
00:01:11,760	26,4	26,7	-----	
00:01:11,780	26,4	26,7	-----	
00:01:11,800	26,4	26,7	-----	
00:01:11,820	26,4	26,7	-----	
00:01:11,840	26,4	26,7	-----	
00:01:11,860	26,3	26,7	-----	
00:01:11,880	26,3	26,7	-----	
00:01:11,900	26,3	26,7	-----	
00:01:11,920	26,3	26,7	-----	
00:01:11,940	26,3	26,7	-----	
00:01:11,960	26,3	26,7	-----	
00:01:11,980	26,3	26,7	-----	
00:01:12,000	26,3	26,7	-----	
00:01:12,020	26,2	26,7	-----	
00:01:12,040	26,1	26,7	-----	
00:01:12,060	26,1	26,7	-----	
00:01:12,080	26,1	26,7	-----	
00:01:12,100	26,1	26,7	-----	
00:01:12,120	26,1	26,7	-----	
00:01:12,140	26,0	26,7	-----	
00:01:12,160	26,0	26,7	-----	
00:01:12,180	26,0	26,7	-----	
00:01:12,200	26,0	26,7	-----	
00:01:12,220	26,0	26,7	-----	
00:01:12,240	26,0	26,7	-----	
00:01:12,260	26,0	26,7	-----	
00:01:12,280	26,0	26,7	-----	
00:01:12,300	25,9	26,7	-----	
00:01:12,320	25,9	26,7	-----	
00:01:12,340	25,9	26,7	-----	
00:01:12,360	25,9	26,7	-----	
00:01:12,380	25,8	26,7	-----	
00:01:12,400	25,8	26,7	-----	
00:01:12,420	25,8	26,7	-----	
00:01:12,440	25,8	26,7	-----	
00:01:12,460	25,8	26,7	-----	
00:01:12,480	25,8	26,7	-----	
00:01:12,500	25,8	26,7	-----	
00:01:12,520	25,7	26,7	-----	
00:01:12,540	25,7	26,7	-----	
00:01:12,560	25,7	26,7	-----	
00:01:12,580	25,7	26,7	-----	
00:01:12,600	25,7	26,7	-----	
00:01:12,620	25,7	26,7	-----	
00:01:12,640	25,7	26,7	-----	
00:01:12,660	25,7	26,7	-----	
00:01:12,680	25,6	26,7	-----	
00:01:12,700	25,6	26,7	-----	
00:01:12,720	25,5	26,7	-----	
00:01:12,740	25,5	26,7	-----	
00:01:12,760	25,5	26,7	-----	
00:01:12,780	25,5	26,7	-----	
00:01:12,800	25,5	26,7	-----	
00:01:12,820	25,5	26,7	-----	
00:01:12,840	25,5	26,7	-----	
00:01:12,860	25,4	26,7	-----	
00:01:12,880	25,4	26,7	-----	
00:01:12,900	25,4	26,7	-----	
00:01:12,920	25,4	26,7	-----	
00:01:12,940	25,4	26,7	-----	
00:01:12,960	25,4	26,7	-----	
00:01:12,980	25,4	26,7	-----	
00:01:13,000	25,4	26,7	-----	
00:01:13,020	25,4	26,7	-----	
00:01:13,040	25,4	26,7	-----	
00:01:13,060	25,3	26,7	-----	
00:01:13,080	25,3	26,7	-----	
00:01:13,100	25,3	26,7	-----	
00:01:13,120	25,3	26,7	-----	
00:01:13,140	25,3	26,7	-----	
00:01:13,160	25,2	26,7	-----	
00:01:13,180	25,2	26,7	-----	
00:01:13,200	25,2	26,7	-----	
00:01:13,220	25,2	26,7	-----	
00:01:13,240	25,2	26,7	-----	
00:01:13,260	25,2	26,7	-----	
00:01:13,280	25,1	26,7	-----	
00:01:13,300	25,1	26,7	-----	
00:01:13,320	25,1	26,7	-----	
00:01:13,340	25,1	26,7	-----	
00:01:13,360	25,1	26,7	-----	
00:01:13,380	25,0	26,7	-----	
00:01:13,400	25,0	26,7	-----	
00:01:13,420	25,0	26,7	-----	
00:01:13,440	25,0	26,7	-----	
00:01:13,460	25,0	26,7	-----	
00:01:13,480	25,0	26,7	-----	
00:01:13,500	25,0	26,7	-----	
00:01:13,520	24,9	26,7	-----	
00:01:13,540	24,9	26,7	-----	
00:01:13,560	24,9	26,7	-----	
00:01:13,580	24,8	26,7	-----	
00:01:13,600	24,8	26,7	-----	
00:01:13,620	24,8	26,7	-----	
00:01:13,640	24,8	26,7	-----	
00:01:13,660	24,7	26,7	-----	
00:01:13,680	24,6	26,7	-----	
00:01:13,700	24,6	26,7	-----	
00:01:13,720	24,6	26,7	-----	
00:01:13,740	24,6	26,7	-----	
00:01:13,760	24,6	26,7	-----	
00:01:13,780	24,6	26,7	-----	
00:01:13,800	24,6	26,7	-----	
00:01:13,820	24,6	26,7	-----	
00:01:13,840	24,6	26,7	-----	
00:01:13,860	24,6	26,7	-----	
00:01:13,880	24,6	26,7	-----	
00:01:13,900	24,6	26,7	-----	
00:01:13,920	24,6	26,7	-----	
00:01:13,940	24,5	26,7	-----	
00:01:13,960	24,5	26,7	-----	
00:01:13,980	24,5	26,7	-----	
00:01:14,000	24,4	26,7	-----	
00:01:14,020	24,4	26,7	-----	
00:01:14,040	24,4	26,7	-----	
00:01:14,060	24,4	26,7	-----	
00:01:14,080	24,4	26,7	-----	
00:01:14,100	24,4	26,7	-----	
00:01:14,120	24,4	26,7	-----	
00:01:14,140	24,4	26,7	-----	
00:01:14,160	24,4	26,7	-----	
00:01:14,180	24,4	26,7	-----	
00:01:14,200	24,3	26,7	-----	
00:01:14,220	24,3	26,7	-----	
00:01:14,240	24,3	26,7	-----	
00:01:14,260	24,3	26,7	-----	
00:01:14,280	24,3	26,7	-----	
00:01:14,300	24,3	26,7	-----	
00:01:14,320	24,2	26,7	-----	
00:01:14,340	24,2	26,7	-----	
00:01:14,360	24,2	26,7	-----	
00:01:14,380	24,2	26,7	-----	
00:01:14,400	24,2	26,7	-----	
00:01:14,420	24,2	26,7	-----	
00:01:14,440	24,2	26,7	-----	
00:01:14,460	24,1	26,7	-----	
00:01:14,480	24,1	26,7	-----	
00:01:14,500	24,1	26,7	-----	
00:01:14,520	24,1	26,7	-----	
00:01:14,540	24,1	26,7	-----	
00:01:14,560	24,1	26,7	-----	
00:01:14,580	24,0	26,7	-----	
00:01:14,600	24,0	26,7	-----	
00:01:14,620	24,0	26,7	-----	
00:01:14,640	24,0	26,7	-----	
00:01:14,660	24,0	26,7	-----	
00:01:14,680	24,0	26,7	-----	
00:01:14,700	23,9	26,7	-----	
00:01:14,720	23,9	26,7	-----	
00:01:14,740	23,9	26,7	-----	
00:01:14,760	23,9	26,7	-----	
00:01:14,780	23,8	26,7	-----	
00:01:14,800	23,8	26,7	-----	
00:01:14,820	23,8	26,7	-----	
00:01:14,840	23,8	26,7	-----	
00:01:14,860	23,8	26,7	-----	
00:01:14,880	23,8	26,7	-----	
00:01:14,900	23,8	26,7	-----	
00:01:14,920	23,8	26,7	-----	
00:01:14,940	23,7	26,7	-----	
00:01:14,960	23,7	26,7	-----	
00:01:14,980	23,7	26,7	-----	
00:01:15,000	23,7	26,7	-----	
00:01:15,020	23,7	26,7	-----	
00:01:15,040	23,7	26,7	-----	
00:01:15,060	23,7	26,7	-----	
00:01:15,080	23,7	26,7	-----	
00:01:15,100	23,7	26,7	-----	
00:01:15,120	23,7	26,7	-----	
00:01:15,140	23,7	26,7	-----	
00:01:15,160	23,7	26,7	-----	
00:01:15,180	23,7	26,7	-----	
00:01:15,200	23,7	26,7	-----	
00:01:15,220	23,6	26,7	-----	
00:01:15,240	23,6	26,7	-----	
00:01:15,260	23,6	26,7	-----	
00:01:15,280	23,6	26,7	-----	
00:01:15,300	23,6	26,7	-----	
00:01:15,320	23,6	26,7	-----	
00:01:15,340	23,6	26,7	-----	
00:01:15,360	23,6	26,7	-----	
00:01:15,380	23,6	26,7	-----	
00:01:15,400	23,6	26,7	-----	
00:01:15,420	23,6	26,7	-----	
00:01:15,440	23,5	26,7	-----	
00:01:15,460	23,4	26,7	-----	
00:01:15,480	23,4	26,7	-----	
00:01:15,500	23,4	26,7	-----	
00:01:15,520	23,4	26,7	-----	
00:01:15,540	23,4	26,7	-----	
00:01:15,560	23,4	26,7	-----	
00:01:15,580	23,4	26,7	-----	
00:01:15,600	23,3	26,7	-----	
00:01:15,620	23,3	26,7	-----	
00:01:15,640	23,3	26,7	-----	
00:01:15,660	23,3	26,7	-----	
00:01:15,680	23,3	26,7	-----	
00:01:15,700	23,3	26,7	-----	
00:01:15,720	23,3	26,7	-----	
00:01:15,740	23,3	26,7	-----	
00:01:15,760	23,2	26,7	-----	
00:01:15,780	23,2	26,7	-----	
00:01:15,800	23,2	26,7	-----	
00:01:15,820	23,2	26,7	-----	
00:01:15,840	23,2	26,7	-----	
00:01:15,860	23,2	26,7	-----	
00:01:15,880	23,2	26,7	-----	
00:01:15,900	23,2	26,7	-----	
00:01:15,920	23,1	26,7	-----	
00:01:15,940	23,1	26,7	-----	
00:01:15,960	23,1	26,7	-----	
00:01:15,980	23,1	26,7	-----	
00:01:16,000	23,1	26,7	-----	
00:01:16,020	23,1	26,7	-----	
00:01:16,040	23,1	26,7	-----	
00:01:16,060	23,1	26,7	-----	
00:01:16,080	23,1	26,7	-----	
00:01:16,100	23,1	26,7	-----	
00:01:16,120	23,1	26,7	-----	
00:01:16,140	23,1	26,7	-----	
00:01:16,160	23,1	26,7	-----	
00:01:16,180	23,0	26,7	-----	
00:01:16,200	23,0	26,7	-----	
00:01:16,220	23,0	26,7	-----	
00:01:16,240	23,0	26,7	-----	
00:01:16,260	23,0	26,7	-----	
00:01:16,280	23,0	26,7	-----	
00:01:16,300	23,0	26,7	-----	
00:01:16,320	22,9	26,7	-----	
00:01:16,340	22,9	26,7	-----	
00:01:16,360	22,9	26,7	-----	
00:01:16,380	22,9	26,7	-----	
00:01:16,400	22,9	26,7	-----	
00:01:16,420	22,9	26,7	-----	
00:01:16,440	22,8	26,7	-----	
00:01:16,460	22,8	26,7	-----	
00:01:16,480	22,8	26,7	-----	
00:01:16,500	22,8	26,7	-----	
00:01:16,520	22,8	26,7	-----	
00:01:16,540	22,8	26,7	-----	
00:01:16,560	22,8	26,7	-----	
00:01:16,580	22,8	26,7	-----	
00:01:16,600	22,8	26,7	-----	
00:01:16,620	22,8	26,7	-----	
00:01:16,640	22,8	26,7	-----	
00:01:16,660	22,8	26,7	-----	
00:01:16,680	22,8	26,7	-----	
00:01:16,700	22,7	26,7	-----	
00:01:16,720	22,6	26,7	-----	
00:01:16,740	22,6	26,7	-----	
00:01:16,760	22,6	26,7	-----	
00:01:16,780	22,6	26,7	-----	
00:01:16,800	22,6	26,7	-----	
00:01:16,820	22,6	26,7	-----	
00:01:16,840	22,6	26,7	-----	
00:01:16,860	22,6	26,7	-----	
00:01:16,880	22,6	26,7	-----	
00:01:16,900	22,6	26,7	-----	
00:01:16,920	22,6	26,7	-----	
00:01:16,940	22,6	26,7	-----	
00:01:16,960	22,6	26,7	-----	
00:01:16,980	22,5	26,7	-----	
00:01:17,000	22,5	26,7	-----	
00:01:17,020	22,5	26,7	-----	
00:01:17,040	22,5	26,7	-----	
00:01:17,060	22,5	26,7	-----	
00:01:17,080	22,5	26,7	-----	
00:01:17,100	22,5	26,7	-----	
00:01:17,120	22,5	26,7	-----	
00:01:17,140	22,5	26,7	-----	
00:01:17,160	22,4	26,7	-----	
00:01:17,180	22,4	26,7	-----	
00:01:17,200	22,4	26,7	-----	
00:01:17,220	22,4	26,7	-----	
00:01:17,240	22,3	26,7	-----	
00:01:17,260	22,3	26,7	-----	
00:01:17,280	22,3	26,7	-----	
00:01:17,300	22,3	26,7	-----	
00:01:17,320	22,3	26,7	-----	
00:01:17,340	22,2	26,7	-----	
00:01:17,360	22,2	26,7	-----	
00:01:17,380	22,2	26,7	-----	
00:01:17,400	22,2	26,7	-----	
00:01:17,420	22,2	26,7	-----	
00:01:17,440	22,2	26,7	-----	
00:01:17,460	22,2	26,7	-----	
00:01:17,480	22,2	26,7	-----	
00:01:17,500	22,2	26,7	-----	
00:01:17,520	22,2	26,7	-----	
00:01:17,540	22,2	26,7	-----	
00:01:17,560	22,2	26,7	-----	
00:01:17,580	22,2	26,7	-----	
00:01:17,600	22,2	26,7	-----	
00:01:17,620	22,1	26,7	-----	
00:01:17,640	22,1	26,7	-----	
00:01:17,660	22,1	26,7	-----	
00:01:17,680	22,1	26,7	-----	
00:01:17,700	22,1	26,7	-----	
00:01:17,720	22,1	26,7	-----	
00:01:17,740	22,1	26,7	-----	
00:01:17,760	22,1	26,7	-----	
00:01:17,780	22,1	26,7	-----	
00:01:17,800	22,1	26,7	-----	
00:01:17,820	22,1	26,7	-----	
00:01:17,840	22,1	26,7	-----	
00:01:17,860	22,0	26,7	-----	
00:01:17,880	22,0	26,7	-----	
00:01:17,900	22,0	26,7	-----	
00:01:17,920	22,0	26,7	-----	
00:01:17,940	22,0	26,7	-----	
00:01:17,960	22,0	26,7	-----	
00:01:17,980	22,0	26,7	-----	
00:01:18,000	22,0	26,7	-----	
00:01:18,020	21,8	26,7	-----	
00:01:18,040	21,8	26,7	-----	
00:01:18,060	21,8	26,7	-----	
00:01:18,080	21,8	26,7	-----	
00:01:18,100	21,8	26,7	-----	
00:01:18,120	21,8	26,7	-----	
00:01:18,140	21,8	26,7	-----	
00:01:18,160	21,8	26,7	-----	
00:01:18,180	21,8	26,7	-----	
00:01:18,200	21,8	26,7	-----	
00:01:18,220	21,8	26,7	-----	
00:01:18,240	21,8	26,7	-----	
00:01:18,260	21,8	26,7	-----	
00:01:18,280	21,8	26,7	-----	
00:01:18,300	21,8	26,7	-----	
00:01:18,320	21,8	26,7	-----	
00:01:18,340	21,8	26,7	-----	
00:01:18,360	21,8	26,7	-----	
00:01:18,380	21,8	26,7	-----	
00:01:18,400	21,8	26,7	-----	
00:01:18,420	21,8	26,7	-----	
00:01:18,440	21,7	26,7	-----	
00:01:18,460	21,7	26,7	-----	
00:01:18,480	21,7	26,7	-----	
00:01:18,500	21,7	26,7	-----	
00:01:18,520	21,7	26,7	-----	
00:01:18,540	21,7	26,7	-----	
00:01:18,560	21,7	26,7	-----	
00:01:18,580	21,7	26,7	-----	
00:01:18,600	21,7	26,7	-----	
00:01:18,620	21,7	26,7	-----	
00:01:18,640	21,7	26,7	-----	
00:01:18,660	21,7	26,7	-----	
00:01:18,680	21,6	26,7	-----	
00:01:18,700	21,6	26,7	-----	
00:01:18,720	21,6	26,7	-----	
00:01:18,740	21,4	26,7	-----	
00:01:18,760	21,4	26,7	-----	
00:01:18,780	21,4	26,7	-----	
00:01:18,800	21,4	26,7	-----	
00:01:18,820	21,4	26,7	-----	
00:01:18,840	21,4	26,7	-----	
00:01:18,860	21,4	26,7	-----	
00:01:18,880	21,4	26,7	-----	
00:01:18,900	21,3	26,7	-----	
00:01:18,920	21,3	26,7	-----	
00:01:18,940	21,3	26,7	-----	
00:01:18,960	21,3	26,7	-----	
00:01:18,980	21,3	26,7	-----	
00:01:19,000	21,3	26,7	-----	
00:01:19,020	21,3	26,7	-----	
00:01:19,040	21,3	26,7	-----	
00:01:19,060	21,3	26,7	-----	
00:01:19,080	21,3	26,7	-----	
00:01:19,100	21,2	26,7	-----	
00:01:19,120	21,2	26,7	-----	
00:01:19,140	21,2	26,7	-----	
00:01:19,160	21,2	26,7	-----	
00:01:19,180	21,2	26,7	-----	
00:01:19,200	21,2	26,7	-----	
00:01:19,220	21,2	26,7	-----	
00:01:19,240	21,2	26,7	-----	
00:01:19,260	21,2	26,7	-----	
00:01:19,280	21,2	26,7	-----	
00:01:19,300	21,2	26,7	-----	
00:01:19,320	21,1	26,7	-----	
00:01:19,340	21,1	26,7	-----	
00:01:19,360	21,1	26,7	-----	
00:01:19,380	21,1	26,7	-----	
00:01:19,400	21,1	26,7	-----	
00:01:19,420	21,1	26,7	-----	
00:01:19,440	21,1	26,7	-----	
00:01:19,460	21,1	26,7	-----	
00:01:19,480	21,1	26,7	-----	
00:01:19,500	21,1	26,7	-----	
00:01:19,520	21,1	26,7	-----	
00:01:19,540	21,1	26,7	-----	
00:01:19,560	21,1	26,7	-----	
00:01:19,580	20,9	26,7	-----	
00:01:19,600	20,9	26,7	-----	
00:01:19,620	20,9	26,7	-----	
00:01:19,640	20,9	26,7	-----	
00:01:19,660	20,9	26,7	-----	
00:01:19,680	20,9	26,7	-----	
00:01:19,700	20,9	26,7	-----	
00:01:19,720	20,9	26,7	-----	
00:01:19,740	20,9	26,7	-----	
00:01:19,760	20,9	26,7	-----	
00:01:19,780	20,9	26,7	-----	
00:01:19,800	20,9	26,7	-----	
00:01:19,820	20,9	26,7	-----	
00:01:19,840	20,9	26,7	-----	
00:01:19,860	20,9	26,7	-----	
00:01:19,880	20,9	26,7	-----	
00:01:19,900	20,9	26,7	-----	
00:01:19,920	20,8	26,7	-----	
00:01:19,940	20,8	26,7	-----	
00:01:19,960	20,8	26,7	-----	
00:01:19,980	20,8	26,7	-----	
00:01:20,000	20,8	26,7	-----	
00:01:20,020	20,8	26,7	-----	
00:01:20,040	20,8	26,7	-----	
00:01:20,060	20,8	26,7	-----	
00:01:20,080	20,8	26,7	-----	
00:01:20,100	20,7	26,7	-----	
00:01:20,120	20,7	26,7	-----	
00:01:20,140	20,7	26,7	-----	
00:01:20,160	20,7	26,7	-----	
00:01:20,180	20,7	26,7	-----	
00:01:20,200	20,7	26,7	-----	
00:01:20,220	20,7	26,7	-----	
00:01:20,240	20,7	26,7	-----	
00:01:20,260	20,7	26,7	-----	
00:01:20,280	20,7	26,7	-----	
00:01:20,300	20,7	26,7	-----	
00:01:20,320	20,6	26,7	-----	
00:01:20,340	20,6	26,7	-----	
00:01:20,360	20,6	26,7	-----	
00:01:20,380	20,6	26,7	-----	
00:01:20,400	20,6	26,7	-----	
00:01:20,420	20,6	26,7	-----	
00:01:20,440	20,6	26,7	-----	
00:01:20,460	20,6	26,7	-----	
00:01:20,480	20,6	26,7	-----	
00:01:20,500	20,6	26,7	-----	
00:01:20,520	20,6	26,7	-----	
00:01:20,540	20,4	26,7	-----	
00:01:20,560	20,4	26,7	-----	
00:01:20,580	20,4	26,7	-----	
00:01:20,600	20,4	26,7	-----	
00:01:20,620	20,4	26,7	-----	
00:01:20,640	20,4	26,7	-----	
00:01:20,660	20,4	26,7	-----	
00:01:20,680	20,4	26,7	-----	
00:01:20,700	20,4	26,7	-----	
00:01:20,720	20,4	26,7	-----	
00:01:20,740	20,4	26,7	-----	
00:01:20,760	20,3	26,7	-----	
00:01:20,780	20,3	26,7	-----	
00:01:20,800	20,3	26,7	-----	
00:01:20,820	20,3	26,7	-----	
00:01:20,840	20,3	26,7	-----	
00:01:20,860	20,3	26,7	-----	
00:01:20,880	20,3	26,7	-----	
00:01:20,900	20,3	26,7	-----	
00:01:20,920	20,3	26,7	-----	
00:01:20,940	20,3	26,7	-----	
00:01:20,960	20,3	26,7	-----	
00:01:20,980	20,3	26,7	-----	
00:01:21,000	20,3	26,7	-----	
00:01:21,020	20,2	26,7	-----	
00:01:21,040	20,2	26,7	-----	
00:01:21,060	20,2	26,7	-----	
00:01:21,080	20,2	26,7	-----	
00:01:21,100	20,2	26,7	-----	
00:01:21,120	20,2	26,7	-----	
00:01:21,140	20,2	26,7	-----	
00:01:21,160	20,2	26,7	-----	
00:01:21,180	20,2	26,7	-----	
00:01:21,200	20,2	26,7	-----	
00:01:21,220	20,1	26,7	-----	
00:01:21,240	20,1	26,7	-----	
00:01:21,260	20,1	26,7	-----	
00:01:21,280	20,1	26,7	-----	
00:01:21,300	20,1	26,7	-----	
00:01:21,320	20,1	26,7	-----	
00:01:21,340	20,1	26,7	-----	
00:01:21,360	20,1	26,7	-----	
00:01:21,380	20,1	26,7	-----	
00:01:21,400	20,1	26,7	-----	
00:01:21,420	20,1	26,7	-----	
00:01:21,440	20,1	26,7	-----	
00:01:21,460	20,1	26,7	-----	
00:01:21,480	20,1	26,7	-----	
00:01:21,500	20,1	26,7	-----	
00:01:21,520	20,1	26,7	-----	
00:01:21,540	20,1	26,7	-----	
00:01:21,560	20,1	26,7	-----	
00:01:21,580	19,9	26,7	-----	
00:01:21,600	19,8	26,7	-----	
00:01:21,620	19,8	26,7	-----	
00:01:21,640	19,8	26,7	-----	
00:01:21,660	19,8	26,7	-----	
00:01:21,680	19,8	26,7	-----	
00:01:21,700	19,8	26,7	-----	
00:01:21,720	19,8	26,7	-----	
00:01:21,740	19,8	26,7	-----	
00:01:21,760	19,8	26,7	-----	
00:01:21,780	19,8	26,7	-----	
00:01:21,800	19,8	26,7	-----	
00:01:21,820	19,8	26,7	-----	
00:01:21,840	19,8	26,7	-----	
00:01:21,860	19,8	26,7	-----	
00:01:21,880	19,8	26,7	-----	
00:01:21,900	19,8	26,7	-----	
00:01:21,920	19,8	26,7	-----	
00:01:21,940	19,8	26,7	-----	
00:01:21,960	19,7	26,7	-----	
00:01:21,980	19,7	26,7	-----	
00:01:22,000	19,7	26,7	-----	
00:01:22,020	19,7	26,7	-----	
00:01:22,040	19,7	26,7	-----	
00:01:22,060	19,7	26,7	-----	
00:01:22,080	19,7	26,7	-----	
00:01:22,100	19,7	26,7	-----	
00:01:22,120	19,7	26,7	-----	
00:01:22,140	19,6	26,7	-----	
00:01:22,160	19,6	26,7	-----	
00:01:22,180	19,6	26,7	-----	
00:01:22,200	19,6	26,7	-----	
00:01:22,220	19,6	26,7	-----	
00:01:22,240	19,6	26,7	-----	
00:01:22,260	19,6	26,7	-----	
00:01:22,280	19,6	26,7	-----	
00:01:22,300	19,6	26,7	-----	
00:01:22,320	19,6	26,7	-----	
00:01:22,340	19,6	26,7	-----	
00:01:22,360	19,6	26,7	-----	
00:01:22,380	19,6	26,7	-----	
00:01:22,400	19,6	26,7	-----	
00:01:22,420	19,6	26,7	-----	
00:01:22,440	19,6	26,7	-----	
00:01:22,460	19,6	26,7	-----	
00:01:22,480	19,4	26,7	-----	
00:01:22,500	19,4	26,7	-----	
00:01:22,520	19,4	26,7	-----	
00:01:22,540	19,4	26,7	-----	
00:01:22,560	19,4	26,7	-----	
00:01:22,580	19,4	26,7	-----	
00:01:22,600	19,4	26,7	-----	
00:01:22,620	19,4	26,7	-----	
00:01:22,640	19,4	26,7	-----	
00:01:22,660	19,4	26,7	-----	
00:01:22,680	19,4	26,7	-----	
00:01:22,700	19,4	26,7	-----	
00:01:22,720	19,4	26,7	-----	
00:01:22,740	19,4	26,7	-----	
00:01:22,760	19,4	26,7	-----	
00:01:22,780	19,3	26,7	-----	
00:01:22,800	19,3	26,7	-----	
00:01:22,820	19,3	26,7	-----	
00:01:22,840	19,3	26,7	-----	
00:01:22,860	19,3	26,7	-----	
00:01:22,880	19,3	26,7	-----	
00:01:22,900	19,3	26,7	-----	
00:01:22,920	19,3	26,7	-----	
00:01:22,940	19,3	26,7	-----	
00:01:22,960	19,3	26,7	-----	
00:01:22,980	19,3	26,7	-----	
00:01:23,000	19,3	26,7	-----	
00:01:23,020	19,3	26,7	-----	
00:01:23,040	19,3	26,7	-----	
00:01:23,060	19,3	26,7	-----	
00:01:23,080	19,3	26,7	-----	
00:01:23,100	19,3	26,7	-----	
00:01:23,120	19,3	26,7	-----	
00:01:23,140	19,2	26,7	-----	
00:01:23,160	19,2	26,7	-----	
00:01:23,180	19,2	26,7	-----	
00:01:23,200	19,2	26,7	-----	
00:01:23,220	19,2	26,7	-----	
00:01:23,240	19,2	26,7	-----	
00:01:23,260	19,2	26,7	-----	
00:01:23,280	19,2	26,7	-----	
00:01:23,300	19,2	26,7	-----	
